139,"Caapiranga","AM"
140,"Canutama","AM"
141,"Carauari","AM"
142,"Careiro","AM"
143,"Careiro da Várzea","AM"
144,"Coari","AM"
145,"Codajás","AM"
146,"Eirunepé","AM"
147,"Envira","AM"
148,"Fonte Boa","AM"
149,"Guajará","AM"
150,"Humaitá","AM"
151,"Ipixuna","AM"
152,"Iranduba","AM"
153,"Itacoatiara","AM"
154,"Itamarati","AM"
155,"Itapiranga","AM"
156,"Japurá","AM"
157,"Juruá","AM"
158,"Jutaí","AM"
159,"Lábrea","AM"
160,"Manacapuru","AM"
161,"Manaquiri","AM"
162,"Manaus","AM"
163,"Manicoré","AM"
164,"Maraã","AM"
165,"Maués","AM"
166,"Nhamundá","AM"
167,"Nova Olinda do Norte","AM"
168,"Novo Airão","AM"
169,"Novo Aripuanã","AM"
170,"Parintins","AM"
171,"Pauini","AM"
172,"Presidente Figueiredo","AM"
173,"Rio Preto da Eva","AM"
174,"Santa Isabel do Rio Negro","AM"
175,"Santo Antônio do Içá","AM"
176,"São Gabriel da Cachoeira","AM"
177,"São Paulo de Olivença","AM"
178,"São Sebastião do Uatumã","AM"
179,"Silves","AM"
180,"Tabatinga","AM"
181,"Tapauá","AM"
182,"Tefé","AM"
183,"Tonantins","AM"
184,"Uarini","AM"
185,"Urucará","AM"
186,"Urucurituba","AM"
187,"Amapá","AP"
188,"Calçoene","AP"
189,"Cutias","AP"
190,"Ferreira Gomes","AP"
191,"Itaubal","AP"
192,"Laranjal do Jari","AP"
193,"Macapá","AP"
194,"Mazagão","AP"
195,"Oiapoque","AP"
196,"Pedra Branca do Amaparí","AP"
197,"Porto Grande","AP"
198,"Pracuúba","AP"
199,"Santana","AP"
200,"Serra do Navio","AP"
201,"Tartarugalzinho","AP"
202,"Vitória do Jari","AP"
203,"Abaíra","BA"
204,"Abaré","BA"
205,"Acajutiba","BA"
206,"Adustina","BA"
207,"Água Fria","BA"
208,"Aiquara","BA"
209,"Alagoinhas","BA"
210,"Alcobaça","BA"
211,"Almadina","BA"
212,"Amargosa","BA"
213,"Amélia Rodrigues","BA"
214,"América Dourada","BA"
215,"Anagé","BA"
216,"Andaraí","BA"
217,"Andorinha","BA"
218,"Angical","BA"
219,"Anguera","BA"
220,"Antas","BA"
221,"Antônio Cardoso","BA"
222,"Antônio Gonçalves","BA"
223,"Aporá","BA"
224,"Apuarema","BA"
225,"Araças","BA"
226,"Aracatu","BA"
227,"Araci","BA"
228,"Aramari","BA"
229,"Arataca","BA"
230,"Aratuípe","BA"
231,"Aurelino Leal","BA"
232,"Baianópolis","BA"
233,"Baixa Grande","BA"
234,"Banzaê","BA"
235,"Barra","BA"
236,"Barra da Estiva","BA"
237,"Barra do Choça","BA"
238,"Barra do Mendes","BA"
239,"Barra do Rocha","BA"
240,"Barreiras","BA"
241,"Barro Alto","BA"
242,"Barro Preto (antigo Gov. Lomanto Jr","BA"
243,"Barrocas","BA"
244,"Belmonte","BA"
245,"Belo Campo","BA"
246,"Biritinga","BA"
247,"Boa Nova","BA"
248,"Boa Vista do Tupim","BA"
249,"Bom Jesus da Lapa","BA"
250,"Bom Jesus da Serra","BA"
251,"Boninal","BA"
252,"Bonito","BA"
253,"Boquira","BA"
254,"Botuporã","BA"
255,"Brejões","BA"
256,"Brejolândia","BA"
257,"Brotas de Macaúbas","BA"
258,"Brumado","BA"
259,"Buerarema","BA"
260,"Buritirama","BA"
261,"Caatiba","BA"
262,"Cabaceiras do Paraguaçu","BA"
263,"Cachoeira","BA"
264,"Caculé","BA"
265,"Caém","BA"
266,"Caetanos","BA"
267,"Caetité","BA"
268,"Cafarnaum","BA"
269,"Cairu","BA"
270,"Caldeirão Grande","BA"
271,"Camacan","BA"
272,"Camaçari","BA"
273,"Camamu","BA"
274,"Campo Alegre de Lourdes","BA"
275,"Campo Formoso","BA"
276,"Canápolis","BA"
277,"Canarana","BA"
278,"Canavieiras","BA"
279,"Candeal","BA"
280,"Candeias","BA"
281,"Candiba","BA"
282,"Cândido Sales","BA"
283,"Cansanção","BA"
284,"Canudos","BA"
285,"Capela do Alto Alegre","BA"
286,"Capim Grosso","BA"
287,"Caraíbas","BA"
288,"Caravelas","BA"
289,"Cardeal da Silva","BA"
290,"Carinhanha","BA"
291,"Casa Nova","BA"
292,"Castro Alves","BA"
293,"Catolândia","BA"
294,"Catu","BA"
295,"Caturama","BA"
296,"Central","BA"
297,"Chorrochó","BA"
298,"Cícero Dantas","BA"
299,"Cipó","BA"
300,"Coaraci","BA"
301,"Cocos","BA"
302,"Conceição da Feira","BA"
303,"Conceição do Almeida","BA"
304,"Conceição do Coité","BA"
305,"Conceição do Jacuípe","BA"
306,"Conde","BA"
307,"Condeúba","BA"
308,"Contendas do Sincorá","BA"
309,"Coração de Maria","BA"
310,"Cordeiros","BA"
311,"Coribe","BA"
312,"Coronel João Sá","BA"
313,"Correntina","BA"
314,"Cotegipe","BA"
315,"Cravolândia","BA"
316,"Crisópolis","BA"
317,"Cristópolis","BA"
318,"Cruz das Almas","BA"
319,"Curaçá","BA"
320,"Dário Meira","BA"
321,"Dias d`Ávila","BA"
322,"Dom Basílio","BA"
323,"Dom Macedo Costa","BA"
324,"Elísio Medrado","BA"
325,"Encruzilhada","BA"
326,"Entre Rios","BA"
327,"Érico Cardoso","BA"
328,"Esplanada","BA"
329,"Euclides da Cunha","BA"
330,"Eunápolis","BA"
331,"Fátima","BA"
332,"Feira da Mata","BA"
333,"Feira de Santana","BA"
334,"Filadélfia","BA"
335,"Firmino Alves","BA"
336,"Floresta Azul","BA"
337,"Formosa do Rio Preto","BA"
338,"Gandu","BA"
339,"Gavião","BA"
340,"Gentio do Ouro","BA"
341,"Glória","BA"
342,"Gongogi","BA"
343,"Governador Mangabeira","BA"
344,"Guajeru","BA"
345,"Guanambi","BA"
346,"Guaratinga","BA"
347,"Heliópolis","BA"
348,"Iaçu","BA"
349,"Ibiassucê","BA"
350,"Ibicaraí","BA"
351,"Ibicoara","BA"
352,"Ibicuí","BA"
353,"Ibipeba","BA"
354,"Ibipitanga","BA"
355,"Ibiquera","BA"
356,"Ibirapitanga","BA"
357,"Ibirapuã","BA"
358,"Ibirataia","BA"
359,"Ibitiara","BA"
360,"Ibititá","BA"
361,"Ibotirama","BA"
362,"Ichu","BA"
363,"Igaporã","BA"
364,"Igrapiúna","BA"
365,"Iguaí","BA"
366,"Ilhéus","BA"
367,"Inhambupe","BA"
368,"Ipecaetá","BA"
369,"Ipiaú","BA"
370,"Ipirá","BA"
371,"Ipupiara","BA"
372,"Irajuba","BA"
373,"Iramaia","BA"
374,"Iraquara","BA"
375,"Irará","BA"
376,"Irecê","BA"
377,"Itabela","BA"
378,"Itaberaba","BA"
379,"Itabuna","BA"
380,"Itacaré","BA"
381,"Itaeté","BA"
382,"Itagi","BA"
383,"Itagibá","BA"
384,"Itagimirim","BA"
385,"Itaguaçu da Bahia","BA"
386,"Itaju do Colônia","BA"
387,"Itajuípe","BA"
388,"Itamaraju","BA"
389,"Itamari","BA"
390,"Itambé","BA"
391,"Itanagra","BA"
392,"Itanhém","BA"
393,"Itaparica","BA"
394,"Itapé","BA"
395,"Itapebi","BA"
396,"Itapetinga","BA"
397,"Itapicuru","BA"
398,"Itapitanga","BA"
399,"Itaquara","BA"
400,"Itarantim","BA"
401,"Itatim","BA"
402,"Itiruçu","BA"
403,"Itiúba","BA"
404,"Itororó","BA"
405,"Ituaçu","BA"
406,"Ituberá","BA"
407,"Iuiú","BA"
408,"Jaborandi","BA"
409,"Jacaraci","BA"
410,"Jacobina","BA"
411,"Jaguaquara","BA"
412,"Jaguarari","BA"
413,"Jaguaripe","BA"
414,"Jandaíra","BA"
415,"Jequié","BA"
416,"Jeremoabo","BA"
417,"Jiquiriçá","BA"
418,"Jitaúna","BA"
419,"João Dourado","BA"
420,"Juazeiro","BA"
421,"Jucuruçu","BA"
422,"Jussara","BA"
423,"Jussari","BA"
424,"Jussiape","BA"
425,"Lafaiete Coutinho","BA"
426,"Lagoa Real","BA"
427,"Laje","BA"
428,"Lajedão","BA"
429,"Lajedinho","BA"
430,"Lajedo do Tabocal","BA"
431,"Lamarão","BA"
432,"Lapão","BA"
433,"Lauro de Freitas","BA"
434,"Lençóis","BA"
435,"Licínio de Almeida","BA"
436,"Livramento de Nossa Senhora","BA"
437,"Luís Eduardo Magalhães","BA"
438,"Macajuba","BA"
439,"Macarani","BA"
440,"Macaúbas","BA"
441,"Macururé","BA"
442,"Madre de Deus","BA"
443,"Maetinga","BA"
444,"Maiquinique","BA"
445,"Mairi","BA"
446,"Malhada","BA"
447,"Malhada de Pedras","BA"
448,"Manoel Vitorino","BA"
449,"Mansidão","BA"
450,"Maracás","BA"
451,"Maragogipe","BA"
452,"Maraú","BA"
453,"Marcionílio Souza","BA"
454,"Mascote","BA"
455,"Mata de São João","BA"
456,"Matina","BA"
457,"Medeiros Neto","BA"
458,"Miguel Calmon","BA"
459,"Milagres","BA"
460,"Mirangaba","BA"
461,"Mirante","BA"
462,"Monte Santo","BA"
463,"Morpará","BA"
464,"Morro do Chapéu","BA"
465,"Mortugaba","BA"
466,"Mucugê","BA"
467,"Mucuri","BA"
468,"Mulungu do Morro","BA"
469,"Mundo Novo","BA"
470,"Muniz Ferreira","BA"
471,"Muquém de São Francisco","BA"
472,"Muritiba","BA"
473,"Mutuípe","BA"
474,"Nazaré","BA"
475,"Nilo Peçanha","BA"
476,"Nordestina","BA"
477,"Nova Canaã","BA"
478,"Nova Fátima","BA"
479,"Nova Ibiá","BA"
480,"Nova Itarana","BA"
481,"Nova Redenção","BA"
482,"Nova Soure","BA"
483,"Nova Viçosa","BA"
484,"Novo Horizonte","BA"
485,"Novo Triunfo","BA"
486,"Olindina","BA"
487,"Oliveira dos Brejinhos","BA"
488,"Ouriçangas","BA"
489,"Ourolândia","BA"
490,"Palmas de Monte Alto","BA"
491,"Palmeiras","BA"
492,"Paramirim","BA"
493,"Paratinga","BA"
494,"Paripiranga","BA"
495,"Pau Brasil","BA"
496,"Paulo Afonso","BA"
497,"Pé de Serra","BA"
498,"Pedrão","BA"
499,"Pedro Alexandre","BA"
500,"Piatã","BA"
501,"Pilão Arcado","BA"
502,"Pindaí","BA"
503,"Pindobaçu","BA"
504,"Pintadas","BA"
505,"Piraí do Norte","BA"
506,"Piripá","BA"
507,"Piritiba","BA"
508,"Planaltino","BA"
509,"Planalto","BA"
510,"Poções","BA"
511,"Pojuca","BA"
512,"Ponto Novo","BA"
513,"Porto Seguro","BA"
514,"Potiraguá","BA"
515,"Prado","BA"
516,"Presidente Dutra","BA"
517,"Presidente Jânio Quadros","BA"
518,"Presidente Tancredo Neves","BA"
519,"Queimadas","BA"
520,"Quijingue","BA"
521,"Quixabeira","BA"
522,"Rafael Jambeiro","BA"
523,"Remanso","BA"
524,"Retirolândia","BA"
525,"Riachão das Neves","BA"
526,"Riachão do Jacuípe","BA"
527,"Riacho de Santana","BA"
528,"Ribeira do Amparo","BA"
529,"Ribeira do Pombal","BA"
530,"Ribeirão do Largo","BA"
531,"Rio de Contas","BA"
532,"Rio do Antônio","BA"
533,"Rio do Pires","BA"
534,"Rio Real","BA"
535,"Rodelas","BA"
536,"Ruy Barbosa","BA"
537,"Salinas da Margarida","BA"
538,"Salvador","BA"
539,"Santa Bárbara","BA"
540,"Santa Brígida","BA"
541,"Santa Cruz Cabrália","BA"
542,"Santa Cruz da Vitória","BA"
543,"Santa Inês","BA"
544,"Santa Luzia","BA"
545,"Santa Maria da Vitória","BA"
546,"Santa Rita de Cássia","BA"
547,"Santa Teresinha","BA"
548,"Santaluz","BA"
549,"Santana","BA"
550,"Santanópolis","BA"
551,"Santo Amaro","BA"
552,"Santo Antônio de Jesus","BA"
553,"Santo Estêvão","BA"
554,"São Desidério","BA"
555,"São Domingos","BA"
556,"São Felipe","BA"
557,"São Félix","BA"
558,"São Félix do Coribe","BA"
559,"São Francisco do Conde","BA"
560,"São Gabriel","BA"
561,"São Gonçalo dos Campos","BA"
562,"São José da Vitória","BA"
563,"São José do Jacuípe","BA"
564,"São Miguel das Matas","BA"
565,"São Sebastião do Passé","BA"
566,"Sapeaçu","BA"
567,"Sátiro Dias","BA"
568,"Saubara","BA"
569,"Saúde","BA"
570,"Seabra","BA"
571,"Sebastião Laranjeiras","BA"
572,"Senhor do Bonfim","BA"
573,"Sento Sé","BA"
574,"Serra do Ramalho","BA"
575,"Serra Dourada","BA"
576,"Serra Preta","BA"
577,"Serrinha","BA"
578,"Serrolândia","BA"
579,"Simões Filho","BA"
580,"Sítio do Mato","BA"
581,"Sítio do Quinto","BA"
582,"Sobradinho","BA"
583,"Souto Soares","BA"
584,"Tabocas do Brejo Velho","BA"
585,"Tanhaçu","BA"
586,"Tanque Novo","BA"
587,"Tanquinho","BA"
588,"Taperoá","BA"
589,"Tapiramutá","BA"
590,"Teixeira de Freitas","BA"
591,"Teodoro Sampaio","BA"
592,"Teofilândia","BA"
593,"Teolândia","BA"
594,"Terra Nova","BA"
595,"Tremedal","BA"
596,"Tucano","BA"
597,"Uauá","BA"
598,"Ubaíra","BA"
599,"Ubaitaba","BA"
600,"Ubatã","BA"
601,"Uibaí","BA"
602,"Umburanas","BA"
603,"Una","BA"
604,"Urandi","BA"
605,"Uruçuca","BA"
606,"Utinga","BA"
607,"Valença","BA"
608,"Valente","BA"
609,"Várzea da Roça","BA"
610,"Várzea do Poço","BA"
611,"Várzea Nova","BA"
612,"Varzedo","BA"
613,"Vera Cruz","BA"
614,"Vereda","BA"
615,"Vitória da Conquista","BA"
616,"Wagner","BA"
617,"Wanderley","BA"
618,"Wenceslau Guimarães","BA"
619,"Xique-Xique","BA"
620,"Abaiara","CE"
621,"Acarape","CE"
622,"Acaraú","CE"
623,"Acopiara","CE"
624,"Aiuaba","CE"
625,"Alcântaras","CE"
626,"Altaneira","CE"
627,"Alto Santo","CE"
628,"Amontada","CE"
629,"Antonina do Norte","CE"
630,"Apuiarés","CE"
631,"Aquiraz","CE"
632,"Aracati","CE"
633,"Aracoiaba","CE"
634,"Ararendá","CE"
635,"Araripe","CE"
636,"Aratuba","CE"
637,"Arneiroz","CE"
638,"Assaré","CE"
639,"Aurora","CE"
640,"Baixio","CE"
641,"Banabuiú","CE"
642,"Barbalha","CE"
643,"Barreira","CE"
644,"Barro","CE"
645,"Barroquinha","CE"
646,"Baturité","CE"
647,"Beberibe","CE"
648,"Bela Cruz","CE"
649,"Boa Viagem","CE"
650,"Brejo Santo","CE"
651,"Camocim","CE"
652,"Campos Sales","CE"
653,"Canindé","CE"
654,"Capistrano","CE"
655,"Caridade","CE"
656,"Cariré","CE"
657,"Caririaçu","CE"
658,"Cariús","CE"
659,"Carnaubal","CE"
660,"Cascavel","CE"
661,"Catarina","CE"
662,"Catunda","CE"
663,"Caucaia","CE"
664,"Cedro","CE"
665,"Chaval","CE"
666,"Choró","CE"
667,"Chorozinho","CE"
668,"Coreaú","CE"
669,"Crateús","CE"
670,"Crato","CE"
671,"Croatá","CE"
672,"Cruz","CE"
673,"Deputado Irapuan Pinheiro","CE"
674,"Ererê","CE"
675,"Eusébio","CE"
676,"Farias Brito","CE"
677,"Forquilha","CE"
678,"Fortaleza","CE"
679,"Fortim","CE"
680,"Frecheirinha","CE"
681,"General Sampaio","CE"
682,"Graça","CE"
683,"Granja","CE"
684,"Granjeiro","CE"
685,"Groaíras","CE"
686,"Guaiúba","CE"
687,"Guaraciaba do Norte","CE"
688,"Guaramiranga","CE"
689,"Hidrolândia","CE"
690,"Horizonte","CE"
691,"Ibaretama","CE"
692,"Ibiapina","CE"
693,"Ibicuitinga","CE"
694,"Icapuí","CE"
695,"Icó","CE"
696,"Iguatu","CE"
697,"Independência","CE"
698,"Ipaporanga","CE"
699,"Ipaumirim","CE"
700,"Ipu","CE"
701,"Ipueiras","CE"
702,"Iracema","CE"
703,"Irauçuba","CE"
704,"Itaiçaba","CE"
705,"Itaitinga","CE"
706,"Itapagé","CE"
707,"Itapipoca","CE"
708,"Itapiúna","CE"
709,"Itarema","CE"
710,"Itatira","CE"
711,"Jaguaretama","CE"
712,"Jaguaribara","CE"
713,"Jaguaribe","CE"
714,"Jaguaruana","CE"
715,"Jardim","CE"
716,"Jati","CE"
717,"Jijoca de Jericoacoara","CE"
718,"Juazeiro do Norte","CE"
719,"Jucás","CE"
720,"Lavras da Mangabeira","CE"
721,"Limoeiro do Norte","CE"
722,"Madalena","CE"
723,"Maracanaú","CE"
724,"Maranguape","CE"
725,"Marco","CE"
726,"Martinópole","CE"
727,"Massapê","CE"
728,"Mauriti","CE"
729,"Meruoca","CE"
730,"Milagres","CE"
731,"Milhã","CE"
732,"Miraíma","CE"
733,"Missão Velha","CE"
734,"Mombaça","CE"
735,"Monsenhor Tabosa","CE"
736,"Morada Nova","CE"
737,"Moraújo","CE"
738,"Morrinhos","CE"
739,"Mucambo","CE"
740,"Mulungu","CE"
741,"Nova Olinda","CE"
742,"Nova Russas","CE"
743,"Novo Oriente","CE"
744,"Ocara","CE"
745,"Orós","CE"
746,"Pacajus","CE"
747,"Pacatuba","CE"
748,"Pacoti","CE"
749,"Pacujá","CE"
750,"Palhano","CE"
751,"Palmácia","CE"
752,"Paracuru","CE"
753,"Paraipaba","CE"
754,"Parambu","CE"
755,"Paramoti","CE"
756,"Pedra Branca","CE"
757,"Penaforte","CE"
758,"Pentecoste","CE"
759,"Pereiro","CE"
760,"Pindoretama","CE"
761,"Piquet Carneiro","CE"
762,"Pires Ferreira","CE"
763,"Poranga","CE"
764,"Porteiras","CE"
765,"Potengi","CE"
766,"Potiretama","CE"
767,"Quiterianópolis","CE"
768,"Quixadá","CE"
769,"Quixelô","CE"
770,"Quixeramobim","CE"
771,"Quixeré","CE"
772,"Redenção","CE"
773,"Reriutaba","CE"
774,"Russas","CE"
775,"Saboeiro","CE"
776,"Salitre","CE"
777,"Santa Quitéria","CE"
778,"Santana do Acaraú","CE"
779,"Santana do Cariri","CE"
780,"São Benedito","CE"
781,"São Gonçalo do Amarante","CE"
782,"São João do Jaguaribe","CE"
783,"São Luís do Curu","CE"
784,"Senador Pompeu","CE"
785,"Senador Sá","CE"
786,"Sobral","CE"
787,"Solonópole","CE"
788,"Tabuleiro do Norte","CE"
789,"Tamboril","CE"
790,"Tarrafas","CE"
791,"Tauá","CE"
792,"Tejuçuoca","CE"
793,"Tianguá","CE"
794,"Trairi","CE"
795,"Tururu","CE"
796,"Ubajara","CE"
797,"Umari","CE"
798,"Umirim","CE"
799,"Uruburetama","CE"
800,"Uruoca","CE"
801,"Varjota","CE"
802,"Várzea Alegre","CE"
803,"Viçosa do Ceará","CE"
804,"Brasília","DF"
805,"Alto Alegre","RR"
806,"Amajari","RR"
807,"Boa Vista","RR"
808,"Bonfim","RR"
809,"Cantá","RR"
810,"Caracaraí","RR"
811,"Caroebe","RR"
812,"Iracema","RR"
813,"Mucajaí","RR"
814,"Normandia","RR"
815,"Pacaraima","RR"
816,"Rorainópolis","RR"
817,"São João da Baliza","RR"
818,"São Luiz","RR"
819,"Uiramutã","RR"
820,"Afonso Cláudio","ES"
821,"Água Doce do Norte","ES"
822,"Águia Branca","ES"
823,"Alegre","ES"
824,"Alfredo Chaves","ES"
825,"Alto Rio Novo","ES"
826,"Anchieta","ES"
827,"Apiacá","ES"
828,"Aracruz","ES"
829,"Atilio Vivacqua","ES"
830,"Baixo Guandu","ES"
831,"Barra de São Francisco","ES"
832,"Boa Esperança","ES"
833,"Bom Jesus do Norte","ES"
834,"Brejetuba","ES"
835,"Cachoeiro de Itapemirim","ES"
836,"Cariacica","ES"
837,"Castelo","ES"
838,"Colatina","ES"
839,"Conceição da Barra","ES"
840,"Conceição do Castelo","ES"
841,"Divino de São Lourenço","ES"
842,"Domingos Martins","ES"
843,"Dores do Rio Preto","ES"
844,"Ecoporanga","ES"
845,"Fundão","ES"
846,"Governador Lindenberg","ES"
847,"Guaçuí","ES"
848,"Guarapari","ES"
849,"Ibatiba","ES"
850,"Ibiraçu","ES"
851,"Ibitirama","ES"
852,"Iconha","ES"
853,"Irupi","ES"
854,"Itaguaçu","ES"
855,"Itapemirim","ES"
856,"Itarana","ES"
857,"Iúna","ES"
858,"Jaguaré","ES"
859,"Jerônimo Monteiro","ES"
860,"João Neiva","ES"
861,"Laranja da Terra","ES"
862,"Linhares","ES"
863,"Mantenópolis","ES"
864,"Marataízes","ES"
865,"Marechal Floriano","ES"
866,"Marilândia","ES"
867,"Mimoso do Sul","ES"
868,"Montanha","ES"
869,"Mucurici","ES"
870,"Muniz Freire","ES"
871,"Muqui","ES"
872,"Nova Venécia","ES"
873,"Pancas","ES"
874,"Pedro Canário","ES"
875,"Pinheiros","ES"
876,"Piúma","ES"
877,"Ponto Belo","ES"
878,"Presidente Kennedy","ES"
879,"Rio Bananal","ES"
880,"Rio Novo do Sul","ES"
881,"Santa Leopoldina","ES"
882,"Santa Maria de Jetibá","ES"
883,"Santa Teresa","ES"
884,"São Domingos do Norte","ES"
885,"São Gabriel da Palha","ES"
886,"São José do Calçado","ES"
887,"São Mateus","ES"
888,"São Roque do Canaã","ES"
889,"Serra","ES"
890,"Sooretama","ES"
891,"Vargem Alta","ES"
892,"Venda Nova do Imigrante","ES"
893,"Viana","ES"
894,"Vila Pavão","ES"
895,"Vila Valério","ES"
896,"Vila Velha","ES"
897,"Vitória","ES"
898,"Abadia de Goiás","GO"
899,"Abadiânia","GO"
900,"Acreúna","GO"
901,"Adelândia","GO"
902,"Água Fria de Goiás","GO"
903,"Água Limpa","GO"
904,"Águas Lindas de Goiás","GO"
905,"Alexânia","GO"
906,"Aloândia","GO"
907,"Alto Horizonte","GO"
908,"Alto Paraíso de Goiás","GO"
909,"Alvorada do Norte","GO"
910,"Amaralina","GO"
911,"Americano do Brasil","GO"
912,"Amorinópolis","GO"
913,"Anápolis","GO"
914,"Anhanguera","GO"
915,"Anicuns","GO"
916,"Aparecida de Goiânia","GO"
917,"Aparecida do Rio Doce","GO"
918,"Aporé","GO"
919,"Araçu","GO"
920,"Aragarças","GO"
921,"Aragoiânia","GO"
922,"Araguapaz","GO"
923,"Arenópolis","GO"
924,"Aruanã","GO"
925,"Aurilândia","GO"
926,"Avelinópolis","GO"
927,"Baliza","GO"
928,"Barro Alto","GO"
929,"Bela Vista de Goiás","GO"
930,"Bom Jardim de Goiás","GO"
931,"Bom Jesus de Goiás","GO"
932,"Bonfinópolis","GO"
933,"Bonópolis","GO"
934,"Brazabrantes","GO"
935,"Britânia","GO"
936,"Buriti Alegre","GO"
937,"Buriti de Goiás","GO"
938,"Buritinópolis","GO"
939,"Cabeceiras","GO"
940,"Cachoeira Alta","GO"
941,"Cachoeira de Goiás","GO"
942,"Cachoeira Dourada","GO"
943,"Caçu","GO"
944,"Caiapônia","GO"
945,"Caldas Novas","GO"
946,"Caldazinha","GO"
947,"Campestre de Goiás","GO"
948,"Campinaçu","GO"
949,"Campinorte","GO"
950,"Campo Alegre de Goiás","GO"
951,"Campo Limpo de Goiás","GO"
952,"Campos Belos","GO"
953,"Campos Verdes","GO"
954,"Carmo do Rio Verde","GO"
955,"Castelândia","GO"
956,"Catalão","GO"
957,"Caturaí","GO"
958,"Cavalcante","GO"
959,"Ceres","GO"
960,"Cezarina","GO"
961,"Chapadão do Céu","GO"
962,"Cidade Ocidental","GO"
963,"Cocalzinho de Goiás","GO"
964,"Colinas do Sul","GO"
965,"Córrego do Ouro","GO"
966,"Corumbá de Goiás","GO"
967,"Corumbaíba","GO"
968,"Cristalina","GO"
969,"Cristianópolis","GO"
970,"Crixás","GO"
971,"Cromínia","GO"
972,"Cumari","GO"
973,"Damianópolis","GO"
974,"Damolândia","GO"
975,"Davinópolis","GO"
976,"Diorama","GO"
