977,"Divinópolis de Goiás","GO"
978,"Doverlândia","GO"
979,"Edealina","GO"
980,"Edéia","GO"
981,"Estrela do Norte","GO"
982,"Faina","GO"
983,"Fazenda Nova","GO"
984,"Firminópolis","GO"
985,"Flores de Goiás","GO"
986,"Formosa","GO"
987,"Formoso","GO"
988,"Gameleira de Goiás","GO"
989,"Goianápolis","GO"
990,"Goiandira","GO"
991,"Goianésia","GO"
992,"Goiânia","GO"
993,"Goianira","GO"
994,"Goiás","GO"
995,"Goiatuba","GO"
996,"Gouvelândia","GO"
997,"Guapó","GO"
998,"Guaraíta","GO"
999,"Guarani de Goiás","GO"
1000,"Guarinos","GO"
1001,"Heitoraí","GO"
1002,"Hidrolândia","GO"
1003,"Hidrolina","GO"
1004,"Iaciara","GO"
1005,"Inaciolândia","GO"
1006,"Indiara","GO"
1007,"Inhumas","GO"
1008,"Ipameri","GO"
1009,"Ipiranga de Goiás","GO"
1010,"Iporá","GO"
1011,"Israelândia","GO"
1012,"Itaberaí","GO"
1013,"Itaguari","GO"
1014,"Itaguaru","GO"
1015,"Itajá","GO"
1016,"Itapaci","GO"
1017,"Itapirapuã","GO"
1018,"Itapuranga","GO"
1019,"Itarumã","GO"
1020,"Itauçu","GO"
1021,"Itumbiara","GO"
1022,"Ivolândia","GO"
1023,"Jandaia","GO"
1024,"Jaraguá","GO"
1025,"Jataí","GO"
1026,"Jaupaci","GO"
1027,"Jesúpolis","GO"
1028,"Joviânia","GO"
1029,"Jussara","GO"
1030,"Lagoa Santa","GO"
1031,"Leopoldo de Bulhões","GO"
1032,"Luziânia","GO"
1033,"Mairipotaba","GO"
1034,"Mambaí","GO"
1035,"Mara Rosa","GO"
1036,"Marzagão","GO"
1037,"Matrinchã","GO"
1038,"Maurilândia","GO"
1039,"Mimoso de Goiás","GO"
1040,"Minaçu","GO"
1041,"Mineiros","GO"
1042,"Moiporá","GO"
1043,"Monte Alegre de Goiás","GO"
1044,"Montes Claros de Goiás","GO"
1045,"Montividiu","GO"
1046,"Montividiu do Norte","GO"
1047,"Morrinhos","GO"
1048,"Morro Agudo de Goiás","GO"
1049,"Mossâmedes","GO"
1050,"Mozarlândia","GO"
1051,"Mundo Novo","GO"
1052,"Mutunópolis","GO"
1053,"Nazário","GO"
1054,"Nerópolis","GO"
1055,"Niquelândia","GO"
1056,"Nova América","GO"
1057,"Nova Aurora","GO"
1058,"Nova Crixás","GO"
1059,"Nova Glória","GO"
1060,"Nova Iguaçu de Goiás","GO"
1061,"Nova Roma","GO"
1062,"Nova Veneza","GO"
1063,"Novo Brasil","GO"
1064,"Novo Gama","GO"
1065,"Novo Planalto","GO"
1066,"Orizona","GO"
1067,"Ouro Verde de Goiás","GO"
1068,"Ouvidor","GO"
1069,"Padre Bernardo","GO"
1070,"Palestina de Goiás","GO"
1071,"Palmeiras de Goiás","GO"
1072,"Palmelo","GO"
1073,"Palminópolis","GO"
1074,"Panamá","GO"
1075,"Paranaiguara","GO"
1076,"Paraúna","GO"
1077,"Perolândia","GO"
1078,"Petrolina de Goiás","GO"
1079,"Pilar de Goiás","GO"
1080,"Piracanjuba","GO"
1081,"Piranhas","GO"
1082,"Pirenópolis","GO"
1083,"Pires do Rio","GO"
1084,"Planaltina","GO"
1085,"Pontalina","GO"
1086,"Porangatu","GO"
1087,"Porteirão","GO"
1088,"Portelândia","GO"
1089,"Posse","GO"
1090,"Professor Jamil","GO"
1091,"Quirinópolis","GO"
1092,"Rialma","GO"
1093,"Rianápolis","GO"
1094,"Rio Quente","GO"
1095,"Rio Verde","GO"
1096,"Rubiataba","GO"
1097,"Sanclerlândia","GO"
1098,"Santa Bárbara de Goiás","GO"
1099,"Santa Cruz de Goiás","GO"
1100,"Santa Fé de Goiás","GO"
1101,"Santa Helena de Goiás","GO"
1102,"Santa Isabel","GO"
1103,"Santa Rita do Araguaia","GO"
1104,"Santa Rita do Novo Destino","GO"
1105,"Santa Rosa de Goiás","GO"
1106,"Santa Tereza de Goiás","GO"
1107,"Santa Terezinha de Goiás","GO"
1108,"Santo Antônio da Barra","GO"
1109,"Santo Antônio de Goiás","GO"
1110,"Santo Antônio do Descoberto","GO"
1111,"São Domingos","GO"
1112,"São Francisco de Goiás","GO"
1113,"São João d`Aliança","GO"
1114,"São João da Paraúna","GO"
1115,"São Luís de Montes Belos","GO"
1116,"São Luíz do Norte","GO"
1117,"São Miguel do Araguaia","GO"
1118,"São Miguel do Passa Quatro","GO"
1119,"São Patrício","GO"
1120,"São Simão","GO"
1121,"Senador Canedo","GO"
1122,"Serranópolis","GO"
1123,"Silvânia","GO"
1124,"Simolândia","GO"
1125,"Sítio d`Abadia","GO"
1126,"Taquaral de Goiás","GO"
1127,"Teresina de Goiás","GO"
1128,"Terezópolis de Goiás","GO"
1129,"Três Ranchos","GO"
1130,"Trindade","GO"
1131,"Trombas","GO"
1132,"Turvânia","GO"
1133,"Turvelândia","GO"
1134,"Uirapuru","GO"
1135,"Uruaçu","GO"
1136,"Uruana","GO"
1137,"Urutaí","GO"
1138,"Valparaíso de Goiás","GO"
1139,"Varjão","GO"
1140,"Vianópolis","GO"
1141,"Vicentinópolis","GO"
1142,"Vila Boa","GO"
1143,"Vila Propício","GO"
1144,"Açailândia","MA"
1145,"Afonso Cunha","MA"
1146,"Água Doce do Maranhão","MA"
1147,"Alcântara","MA"
1148,"Aldeias Altas","MA"
1149,"Altamira do Maranhão","MA"
1150,"Alto Alegre do Maranhão","MA"
1151,"Alto Alegre do Pindaré","MA"
1152,"Alto Parnaíba","MA"
1153,"Amapá do Maranhão","MA"
1154,"Amarante do Maranhão","MA"
1155,"Anajatuba","MA"
1156,"Anapurus","MA"
1157,"Apicum-Açu","MA"
1158,"Araguanã","MA"
1159,"Araioses","MA"
1160,"Arame","MA"
1161,"Arari","MA"
1162,"Axixá","MA"
1163,"Bacabal","MA"
1164,"Bacabeira","MA"
1165,"Bacuri","MA"
1166,"Bacurituba","MA"
1167,"Balsas","MA"
1168,"Barão de Grajaú","MA"
1169,"Barra do Corda","MA"
1170,"Barreirinhas","MA"
1171,"Bela Vista do Maranhão","MA"
1172,"Belágua","MA"
1173,"Benedito Leite","MA"
1174,"Bequimão","MA"
1175,"Bernardo do Mearim","MA"
1176,"Boa Vista do Gurupi","MA"
1177,"Bom Jardim","MA"
1178,"Bom Jesus das Selvas","MA"
1179,"Bom Lugar","MA"
1180,"Brejo","MA"
1181,"Brejo de Areia","MA"
1182,"Buriti","MA"
1183,"Buriti Bravo","MA"
1184,"Buriticupu","MA"
1185,"Buritirana","MA"
1186,"Cachoeira Grande","MA"
1187,"Cajapió","MA"
1188,"Cajari","MA"
1189,"Campestre do Maranhão","MA"
1190,"Cândido Mendes","MA"
1191,"Cantanhede","MA"
1192,"Capinzal do Norte","MA"
1193,"Carolina","MA"
1194,"Carutapera","MA"
1195,"Caxias","MA"
1196,"Cedral","MA"
1197,"Central do Maranhão","MA"
1198,"Centro do Guilherme","MA"
1199,"Centro Novo do Maranhão","MA"
1200,"Chapadinha","MA"
1201,"Cidelândia","MA"
1202,"Codó","MA"
1203,"Coelho Neto","MA"
1204,"Colinas","MA"
1205,"Conceição do Lago-Açu","MA"
1206,"Coroatá","MA"
1207,"Cururupu","MA"
1208,"Davinópolis","MA"
1209,"Dom Pedro","MA"
1210,"Duque Bacelar","MA"
1211,"Esperantinópolis","MA"
1212,"Estreito","MA"
1213,"Feira Nova do Maranhão","MA"
1214,"Fernando Falcão","MA"
1215,"Formosa da Serra Negra","MA"
1216,"Fortaleza dos Nogueiras","MA"
1217,"Fortuna","MA"
1218,"Godofredo Viana","MA"
1219,"Gonçalves Dias","MA"
1220,"Governador Archer","MA"
1221,"Governador Edison Lobão","MA"
1222,"Governador Eugênio Barros","MA"
1223,"Governador Luiz Rocha","MA"
1224,"Governador Newton Bello","MA"
1225,"Governador Nunes Freire","MA"
1226,"Graça Aranha","MA"
1227,"Grajaú","MA"
1228,"Guimarães","MA"
1229,"Humberto de Campos","MA"
1230,"Icatu","MA"
1231,"Igarapé do Meio","MA"
1232,"Igarapé Grande","MA"
1233,"Imperatriz","MA"
1234,"Itaipava do Grajaú","MA"
1235,"Itapecuru Mirim","MA"
1236,"Itinga do Maranhão","MA"
1237,"Jatobá","MA"
1238,"Jenipapo dos Vieiras","MA"
1239,"João Lisboa","MA"
1240,"Joselândia","MA"
1241,"Junco do Maranhão","MA"
1242,"Lago da Pedra","MA"
1243,"Lago do Junco","MA"
1244,"Lago dos Rodrigues","MA"
1245,"Lago Verde","MA"
1246,"Lagoa do Mato","MA"
1247,"Lagoa Grande do Maranhão","MA"
1248,"Lajeado Novo","MA"
1249,"Lima Campos","MA"
1250,"Loreto","MA"
1251,"Luís Domingues","MA"
1252,"Magalhães de Almeida","MA"
1253,"Maracaçumé","MA"
1254,"Marajá do Sena","MA"
1255,"Maranhãozinho","MA"
1256,"Mata Roma","MA"
1257,"Matinha","MA"
1258,"Matões","MA"
1259,"Matões do Norte","MA"
1260,"Milagres do Maranhão","MA"
1261,"Mirador","MA"
1262,"Miranda do Norte","MA"
1263,"Mirinzal","MA"
1264,"Monção","MA"
1265,"Montes Altos","MA"
1266,"Morros","MA"
1267,"Nina Rodrigues","MA"
1268,"Nova Colinas","MA"
1269,"Nova Iorque","MA"
1270,"Nova Olinda do Maranhão","MA"
1271,"Olho d`Água das Cunhãs","MA"
1272,"Olinda Nova do Maranhão","MA"
1273,"Paço do Lumiar","MA"
1274,"Palmeirândia","MA"
1275,"Paraibano","MA"
1276,"Parnarama","MA"
1277,"Passagem Franca","MA"
1278,"Pastos Bons","MA"
1279,"Paulino Neves","MA"
1280,"Paulo Ramos","MA"
1281,"Pedreiras","MA"
1282,"Pedro do Rosário","MA"
1283,"Penalva","MA"
1284,"Peri Mirim","MA"
1285,"Peritoró","MA"
1286,"Pindaré-Mirim","MA"
1287,"Pinheiro","MA"
1288,"Pio XII","MA"
1289,"Pirapemas","MA"
1290,"Poção de Pedras","MA"
1291,"Porto Franco","MA"
1292,"Porto Rico do Maranhão","MA"
1293,"Presidente Dutra","MA"
1294,"Presidente Juscelino","MA"
1295,"Presidente Médici","MA"
1296,"Presidente Sarney","MA"
1297,"Presidente Vargas","MA"
1298,"Primeira Cruz","MA"
1299,"Raposa","MA"
1300,"Riachão","MA"
1301,"Ribamar Fiquene","MA"
1302,"Rosário","MA"
1303,"Sambaíba","MA"
1304,"Santa Filomena do Maranhão","MA"
1305,"Santa Helena","MA"
1306,"Santa Inês","MA"
1307,"Santa Luzia","MA"
1308,"Santa Luzia do Paruá","MA"
1309,"Santa Quitéria do Maranhão","MA"
1310,"Santa Rita","MA"
1311,"Santana do Maranhão","MA"
1312,"Santo Amaro do Maranhão","MA"
1313,"Santo Antônio dos Lopes","MA"
1314,"São Benedito do Rio Preto","MA"
1315,"São Bento","MA"
1316,"São Bernardo","MA"
1317,"São Domingos do Azeitão","MA"
1318,"São Domingos do Maranhão","MA"
1319,"São Félix de Balsas","MA"
1320,"São Francisco do Brejão","MA"
1321,"São Francisco do Maranhão","MA"
1322,"São João Batista","MA"
1323,"São João do Carú","MA"
1324,"São João do Paraíso","MA"
1325,"São João do Soter","MA"
1326,"São João dos Patos","MA"
1327,"São José de Ribamar","MA"
1328,"São José dos Basílios","MA"
1329,"São Luís","MA"
1330,"São Luís Gonzaga do Maranhão","MA"
1331,"São Mateus do Maranhão","MA"
1332,"São Pedro da Água Branca","MA"
1333,"São Pedro dos Crentes","MA"
1334,"São Raimundo das Mangabeiras","MA"
1335,"São Raimundo do Doca Bezerra","MA"
1336,"São Roberto","MA"
1337,"São Vicente Ferrer","MA"
1338,"Satubinha","MA"
1339,"Senador Alexandre Costa","MA"
1340,"Senador La Rocque","MA"
1341,"Serrano do Maranhão","MA"
1342,"Sítio Novo","MA"
1343,"Sucupira do Norte","MA"
1344,"Sucupira do Riachão","MA"
1345,"Tasso Fragoso","MA"
1346,"Timbiras","MA"
1347,"Timon","MA"
1348,"Trizidela do Vale","MA"
1349,"Tufilândia","MA"
1350,"Tuntum","MA"
1351,"Turiaçu","MA"
1352,"Turilândia","MA"
1353,"Tutóia","MA"
1354,"Urbano Santos","MA"
1355,"Vargem Grande","MA"
1356,"Viana","MA"
1357,"Vila Nova dos Martírios","MA"
1358,"Vitória do Mearim","MA"
1359,"Vitorino Freire","MA"
1360,"Zé Doca","MA"
1361,"Abadia dos Dourados","MG"
1362,"Abaeté","MG"
1363,"Abre Campo","MG"
1364,"Acaiaca","MG"
1365,"Açucena","MG"
1366,"Água Boa","MG"
1367,"Água Comprida","MG"
1368,"Aguanil","MG"
1369,"Águas Formosas","MG"
1370,"Águas Vermelhas","MG"
1371,"Aimorés","MG"
1372,"Aiuruoca","MG"
1373,"Alagoa","MG"
1374,"Albertina","MG"
1375,"Além Paraíba","MG"
1376,"Alfenas","MG"
1377,"Alfredo Vasconcelos","MG"
1378,"Almenara","MG"
1379,"Alpercata","MG"
1380,"Alpinópolis","MG"
1381,"Alterosa","MG"
1382,"Alto Caparaó","MG"
1383,"Alto Jequitibá","MG"
1384,"Alto Rio Doce","MG"
1385,"Alvarenga","MG"
1386,"Alvinópolis","MG"
1387,"Alvorada de Minas","MG"
1388,"Amparo do Serra","MG"
1389,"Andradas","MG"
1390,"Andrelândia","MG"
1391,"Angelândia","MG"
1392,"Antônio Carlos","MG"
1393,"Antônio Dias","MG"
1394,"Antônio Prado de Minas","MG"
1395,"Araçaí","MG"
1396,"Aracitaba","MG"
1397,"Araçuaí","MG"
1398,"Araguari","MG"
1399,"Arantina","MG"
1400,"Araponga","MG"
1401,"Araporã","MG"
1402,"Arapuá","MG"
1403,"Araújos","MG"
1404,"Araxá","MG"
1405,"Arceburgo","MG"
1406,"Arcos","MG"
1407,"Areado","MG"
1408,"Argirita","MG"
1409,"Aricanduva","MG"
1410,"Arinos","MG"
1411,"Astolfo Dutra","MG"
1412,"Ataléia","MG"
1413,"Augusto de Lima","MG"
1414,"Baependi","MG"
1415,"Baldim","MG"
1416,"Bambuí","MG"
1417,"Bandeira","MG"
1418,"Bandeira do Sul","MG"
1419,"Barão de Cocais","MG"
1420,"Barão de Monte Alto","MG"
1421,"Barbacena","MG"
1422,"Barra Longa","MG"
1423,"Barroso","MG"
1424,"Bela Vista de Minas","MG"
1425,"Belmiro Braga","MG"
1426,"Belo Horizonte","MG"
1427,"Belo Oriente","MG"
1428,"Belo Vale","MG"
1429,"Berilo","MG"
1430,"Berizal","MG"
1431,"Bertópolis","MG"
1432,"Betim","MG"
1433,"Bias Fortes","MG"
1434,"Bicas","MG"
1435,"Biquinhas","MG"
1436,"Boa Esperança","MG"
1437,"Bocaina de Minas","MG"
1438,"Bocaiúva","MG"
1439,"Bom Despacho","MG"
1440,"Bom Jardim de Minas","MG"
1441,"Bom Jesus da Penha","MG"
1442,"Bom Jesus do Amparo","MG"
1443,"Bom Jesus do Galho","MG"
1444,"Bom Repouso","MG"
1445,"Bom Sucesso","MG"
1446,"Bonfim","MG"
1447,"Bonfinópolis de Minas","MG"
1448,"Bonito de Minas","MG"
1449,"Borda da Mata","MG"
1450,"Botelhos","MG"
1451,"Botumirim","MG"
1452,"Brás Pires","MG"
1453,"Brasilândia de Minas","MG"
1454,"Brasília de Minas","MG"
1455,"Brasópolis","MG"
1456,"Braúnas","MG"
1457,"Brumadinho","MG"
1458,"Bueno Brandão","MG"
1459,"Buenópolis","MG"
1460,"Bugre","MG"
1461,"Buritis","MG"
1462,"Buritizeiro","MG"
1463,"Cabeceira Grande","MG"
1464,"Cabo Verde","MG"
1465,"Cachoeira da Prata","MG"
1466,"Cachoeira de Minas","MG"
1467,"Cachoeira de Pajeú","MG"
1468,"Cachoeira Dourada","MG"
1469,"Caetanópolis","MG"
1470,"Caeté","MG"
1471,"Caiana","MG"
1472,"Cajuri","MG"
1473,"Caldas","MG"
1474,"Camacho","MG"
1475,"Camanducaia","MG"
1476,"Cambuí","MG"
1477,"Cambuquira","MG"
1478,"Campanário","MG"
1479,"Campanha","MG"
1480,"Campestre","MG"
1481,"Campina Verde","MG"
1482,"Campo Azul","MG"
1483,"Campo Belo","MG"
1484,"Campo do Meio","MG"
1485,"Campo Florido","MG"
1486,"Campos Altos","MG"
1487,"Campos Gerais","MG"
1488,"Cana Verde","MG"
1489,"Canaã","MG"
1490,"Canápolis","MG"
1491,"Candeias","MG"
1492,"Cantagalo","MG"
1493,"Caparaó","MG"
1494,"Capela Nova","MG"
1495,"Capelinha","MG"
1496,"Capetinga","MG"
1497,"Capim Branco","MG"
1498,"Capinópolis","MG"
1499,"Capitão Andrade","MG"
1500,"Capitão Enéas","MG"
1501,"Capitólio","MG"
1502,"Caputira","MG"
1503,"Caraí","MG"
1504,"Caranaíba","MG"
1505,"Carandaí","MG"
1506,"Carangola","MG"
1507,"Caratinga","MG"
1508,"Carbonita","MG"
1509,"Careaçu","MG"
1510,"Carlos Chagas","MG"
1511,"Carmésia","MG"
1512,"Carmo da Cachoeira","MG"
1513,"Carmo da Mata","MG"
1514,"Carmo de Minas","MG"
1515,"Carmo do Cajuru","MG"
1516,"Carmo do Paranaíba","MG"
1517,"Carmo do Rio Claro","MG"
1518,"Carmópolis de Minas","MG"
1519,"Carneirinho","MG"
1520,"Carrancas","MG"
1521,"Carvalhópolis","MG"
1522,"Carvalhos","MG"
1523,"Casa Grande","MG"
1524,"Cascalho Rico","MG"
1525,"Cássia","MG"
1526,"Cataguases","MG"
1527,"Catas Altas","MG"
1528,"Catas Altas da Noruega","MG"
1529,"Catuji","MG"
1530,"Catuti","MG"
1531,"Caxambu","MG"
1532,"Cedro do Abaeté","MG"
1533,"Central de Minas","MG"
1534,"Centralina","MG"
1535,"Chácara","MG"
1536,"Chalé","MG"
1537,"Chapada do Norte","MG"
1538,"Chapada Gaúcha","MG"
1539,"Chiador","MG"
1540,"Cipotânea","MG"
1541,"Claraval","MG"
1542,"Claro dos Poções","MG"
1543,"Cláudio","MG"
1544,"Coimbra","MG"
1545,"Coluna","MG"
1546,"Comendador Gomes","MG"
1547,"Comercinho","MG"
1548,"Conceição da Aparecida","MG"
1549,"Conceição da Barra de Minas","MG"
1550,"Conceição das Alagoas","MG"
1551,"Conceição das Pedras","MG"
1552,"Conceição de Ipanema","MG"
1553,"Conceição do Mato Dentro","MG"
1554,"Conceição do Pará","MG"
1555,"Conceição do Rio Verde","MG"
1556,"Conceição dos Ouros","MG"
1557,"Cônego Marinho","MG"
1558,"Confins","MG"
1559,"Congonhal","MG"
1560,"Congonhas","MG"
1561,"Congonhas do Norte","MG"
1562,"Conquista","MG"
1563,"Conselheiro Lafaiete","MG"
1564,"Conselheiro Pena","MG"
1565,"Consolação","MG"
1566,"Contagem","MG"
1567,"Coqueiral","MG"
1568,"Coração de Jesus","MG"
1569,"Cordisburgo","MG"
1570,"Cordislândia","MG"
1571,"Corinto","MG"
1572,"Coroaci","MG"
1573,"Coromandel","MG"
1574,"Coronel Fabriciano","MG"
1575,"Coronel Murta","MG"
1576,"Coronel Pacheco","MG"
1577,"Coronel Xavier Chaves","MG"
1578,"Córrego Danta","MG"
1579,"Córrego do Bom Jesus","MG"
1580,"Córrego Fundo","MG"
1581,"Córrego Novo","MG"
1582,"Couto de Magalhães de Minas","MG"
1583,"Crisólita","MG"
1584,"Cristais","MG"
1585,"Cristália","MG"
1586,"Cristiano Otoni","MG"
1587,"Cristina","MG"
1588,"Crucilândia","MG"
1589,"Cruzeiro da Fortaleza","MG"
1590,"Cruzília","MG"
1591,"Cuparaque","MG"
1592,"Curral de Dentro","MG"
1593,"Curvelo","MG"
1594,"Datas","MG"
1595,"Delfim Moreira","MG"
1596,"Delfinópolis","MG"
1597,"Delta","MG"
1598,"Descoberto","MG"
1599,"Desterro de Entre Rios","MG"
1600,"Desterro do Melo","MG"
1601,"Diamantina","MG"
1602,"Diogo de Vasconcelos","MG"
1603,"Dionísio","MG"
1604,"Divinésia","MG"
1605,"Divino","MG"
1606,"Divino das Laranjeiras","MG"
1607,"Divinolândia de Minas","MG"
1608,"Divinópolis","MG"
1609,"Divisa Alegre","MG"
1610,"Divisa Nova","MG"
1611,"Divisópolis","MG"
1612,"Dom Bosco","MG"
1613,"Dom Cavati","MG"
1614,"Dom Joaquim","MG"
1615,"Dom Silvério","MG"
1616,"Dom Viçoso","MG"
1617,"Dona Eusébia","MG"
1618,"Dores de Campos","MG"
1619,"Dores de Guanhães","MG"
1620,"Dores do Indaiá","MG"
1621,"Dores do Turvo","MG"
1622,"Doresópolis","MG"
1623,"Douradoquara","MG"
1624,"Durandé","MG"
1625,"Elói Mendes","MG"
1626,"Engenheiro Caldas","MG"
1627,"Engenheiro Navarro","MG"
1628,"Entre Folhas","MG"
1629,"Entre Rios de Minas","MG"
1630,"Ervália","MG"
1631,"Esmeraldas","MG"
1632,"Espera Feliz","MG"
1633,"Espinosa","MG"
1634,"Espírito Santo do Dourado","MG"
1635,"Estiva","MG"
1636,"Estrela Dalva","MG"
1637,"Estrela do Indaiá","MG"
1638,"Estrela do Sul","MG"
1639,"Eugenópolis","MG"
1640,"Ewbank da Câmara","MG"
1641,"Extrema","MG"
1642,"Fama","MG"
1643,"Faria Lemos","MG"
1644,"Felício dos Santos","MG"
1645,"Felisburgo","MG"
1646,"Felixlândia","MG"
1647,"Fernandes Tourinho","MG"
1648,"Ferros","MG"
1649,"Fervedouro","MG"
1650,"Florestal","MG"
1651,"Formiga","MG"
1652,"Formoso","MG"
1653,"Fortaleza de Minas","MG"
1654,"Fortuna de Minas","MG"
1655,"Francisco Badaró","MG"
1656,"Francisco Dumont","MG"
1657,"Francisco Sá","MG"
1658,"Franciscópolis","MG"
1659,"Frei Gaspar","MG"
1660,"Frei Inocêncio","MG"
1661,"Frei Lagonegro","MG"
1662,"Fronteira","MG"
1663,"Fronteira dos Vales","MG"
1664,"Fruta de Leite","MG"
1665,"Frutal","MG"
1666,"Funilândia","MG"
1667,"Galiléia","MG"
1668,"Gameleiras","MG"
1669,"Glaucilândia","MG"
1670,"Goiabeira","MG"
1671,"Goianá","MG"
1672,"Gonçalves","MG"
1673,"Gonzaga","MG"
1674,"Gouveia","MG"
1675,"Governador Valadares","MG"
1676,"Grão Mogol","MG"
1677,"Grupiara","MG"
1678,"Guanhães","MG"
1679,"Guapé","MG"
1680,"Guaraciaba","MG"
1681,"Guaraciama","MG"
1682,"Guaranésia","MG"
1683,"Guarani","MG"
1684,"Guarará","MG"
1685,"Guarda-Mor","MG"
1686,"Guaxupé","MG"
1687,"Guidoval","MG"
1688,"Guimarânia","MG"
1689,"Guiricema","MG"
1690,"Gurinhatã","MG"
1691,"Heliodora","MG"
1692,"Iapu","MG"
1693,"Ibertioga","MG"
1694,"Ibiá","MG"
1695,"Ibiaí","MG"
1696,"Ibiracatu","MG"
1697,"Ibiraci","MG"
1698,"Ibirité","MG"
1699,"Ibitiúra de Minas","MG"
1700,"Ibituruna","MG"
1701,"Icaraí de Minas","MG"
1702,"Igarapé","MG"
1703,"Igaratinga","MG"
1704,"Iguatama","MG"
1705,"Ijaci","MG"
1706,"Ilicínea","MG"
1707,"Imbé de Minas","MG"
1708,"Inconfidentes","MG"
1709,"Indaiabira","MG"
1710,"Indianópolis","MG"
1711,"Ingaí","MG"
1712,"Inhapim","MG"
1713,"Inhaúma","MG"
1714,"Inimutaba","MG"
1715,"Ipaba","MG"
1716,"Ipanema","MG"
1717,"Ipatinga","MG"
1718,"Ipiaçu","MG"
1719,"Ipuiúna","MG"
1720,"Iraí de Minas","MG"
1721,"Itabira","MG"
1722,"Itabirinha de Mantena","MG"
1723,"Itabirito","MG"
1724,"Itacambira","MG"
1725,"Itacarambi","MG"
1726,"Itaguara","MG"
1727,"Itaipé","MG"
1728,"Itajubá","MG"
1729,"Itamarandiba","MG"
1730,"Itamarati de Minas","MG"
1731,"Itambacuri","MG"
1732,"Itambé do Mato Dentro","MG"
1733,"Itamogi","MG"
1734,"Itamonte","MG"
1735,"Itanhandu","MG"
1736,"Itanhomi","MG"
1737,"Itaobim","MG"
1738,"Itapagipe","MG"
1739,"Itapecerica","MG"
1740,"Itapeva","MG"
1741,"Itatiaiuçu","MG"
1742,"Itaú de Minas","MG"
1743,"Itaúna","MG"
1744,"Itaverava","MG"
1745,"Itinga","MG"
1746,"Itueta","MG"
1747,"Ituiutaba","MG"
1748,"Itumirim","MG"
1749,"Iturama","MG"
1750,"Itutinga","MG"
1751,"Jaboticatubas","MG"
1752,"Jacinto","MG"
1753,"Jacuí","MG"
1754,"Jacutinga","MG"
1755,"Jaguaraçu","MG"
1756,"Jaíba","MG"
1757,"Jampruca","MG"
1758,"Janaúba","MG"
1759,"Januária","MG"
1760,"Japaraíba","MG"
1761,"Japonvar","MG"
1762,"Jeceaba","MG"
1763,"Jenipapo de Minas","MG"
1764,"Jequeri","MG"
1765,"Jequitaí","MG"
1766,"Jequitibá","MG"
1767,"Jequitinhonha","MG"
1768,"Jesuânia","MG"
1769,"Joaíma","MG"
1770,"Joanésia","MG"
1771,"João Monlevade","MG"
1772,"João Pinheiro","MG"
1773,"Joaquim Felício","MG"
1774,"Jordânia","MG"
1775,"José Gonçalves de Minas","MG"
1776,"José Raydan","MG"
1777,"Josenópolis","MG"
1778,"Juatuba","MG"
1779,"Juiz de Fora","MG"
1780,"Juramento","MG"
1781,"Juruaia","MG"
1782,"Juvenília","MG"
1783,"Ladainha","MG"
1784,"Lagamar","MG"
1785,"Lagoa da Prata","MG"
1786,"Lagoa dos Patos","MG"
1787,"Lagoa Dourada","MG"
1788,"Lagoa Formosa","MG"
1789,"Lagoa Grande","MG"
1790,"Lagoa Santa","MG"
1791,"Lajinha","MG"
1792,"Lambari","MG"
1793,"Lamim","MG"
1794,"Laranjal","MG"
1795,"Lassance","MG"
1796,"Lavras","MG"
1797,"Leandro Ferreira","MG"
1798,"Leme do Prado","MG"
1799,"Leopoldina","MG"
1800,"Liberdade","MG"
1801,"Lima Duarte","MG"
1802,"Limeira do Oeste","MG"
1803,"Lontra","MG"
1804,"Luisburgo","MG"
1805,"Luislândia","MG"
1806,"Luminárias","MG"
1807,"Luz","MG"
1808,"Machacalis","MG"
1809,"Machado","MG"
1810,"Madre de Deus de Minas","MG"
1811,"Malacacheta","MG"
1812,"Mamonas","MG"
1813,"Manga","MG"
1814,"Manhuaçu","MG"
1815,"Manhumirim","MG"
1816,"Mantena","MG"
1817,"Mar de Espanha","MG"
1818,"Maravilhas","MG"
1819,"Maria da Fé","MG"
1820,"Mariana","MG"
1821,"Marilac","MG"
1822,"Mário Campos","MG"
1823,"Maripá de Minas","MG"
1824,"Marliéria","MG"
1825,"Marmelópolis","MG"
1826,"Martinho Campos","MG"
1827,"Martins Soares","MG"
1828,"Mata Verde","MG"
1829,"Materlândia","MG"
1830,"Mateus Leme","MG"
1831,"Mathias Lobato","MG"
1832,"Matias Barbosa","MG"
1833,"Matias Cardoso","MG"
1834,"Matipó","MG"
1835,"Mato Verde","MG"
1836,"Matozinhos","MG"
1837,"Matutina","MG"
1838,"Medeiros","MG"
1839,"Medina","MG"
1840,"Mendes Pimentel","MG"
1841,"Mercês","MG"
1842,"Mesquita","MG"
1843,"Minas Novas","MG"
1844,"Minduri","MG"
1845,"Mirabela","MG"
1846,"Miradouro","MG"
1847,"Miraí","MG"
1848,"Miravânia","MG"
1849,"Moeda","MG"
1850,"Moema","MG"
1851,"Monjolos","MG"
1852,"Monsenhor Paulo","MG"
1853,"Montalvânia","MG"
1854,"Monte Alegre de Minas","MG"
1855,"Monte Azul","MG"
1856,"Monte Belo","MG"
1857,"Monte Carmelo","MG"
1858,"Monte Formoso","MG"
1859,"Monte Santo de Minas","MG"
1860,"Monte Sião","MG"
1861,"Montes Claros","MG"
1862,"Montezuma","MG"
